Metodo	TEnd	N_Iter	N_Evals_F	Erro_Xsol_P	Erro_F_P
0	0.0120912	5	283	1.16962149812341	0
0	0.0112801	5	282	1.1544992332137	0
0	0.0230108	9	608	0.027654267936845	2.22044604925031e-16
0	0.0220593	6	432	0.587238577917249	-1.33226762955019e-15
0	0.0302288	11	765	0.0505624309031365	-3.33066907387547e-16
0	0.018838	6	360	1.28634239546807	0
0	0.0170661	6	429	0.0583369924739976	5.55111512312578e-17
0	0.0192944	4	287	0.112106518573953	1.11022302462516e-16
0	0.0319435	6	362	1.22453420063769	0
0	0.0275952	6	356	1.04975856026618	0
0	0.0191096	4	283	0.0960670044503097	-1.11022302462516e-16
0	0.0162768	5	285	1.29189904381192	0
0	0.0170837	6	357	1.20962325169841	0
0	0.013964	4	287	0.154315960254015	-1.11022302462516e-16
0	0.0152634	5	361	0.435039455650846	-1.11022302462516e-16
0	0.0158545	6	354	0.126211368984092	0
0	0.0155845	6	336	0.258853312553257	0
0	0.0328428	11	792	0.0896315299258704	-2.77555756156289e-16
0	0.017349	5	356	0.0554686894357703	-8.32667268468867e-16
0	0.0159234	6	431	0.0756172304892424	-8.88178419700125e-16
0	0.0289641	12	846	0.00812532689622538	3.88578058618805e-16
0	0.016077	5	356	0.375083978969816	-1.66533453693773e-16
0	0.0122359	5	283	0.536547659101485	0
0	0.0152723	6	357	1.00234709234738	0
0	0.0116559	5	283	1.28356534075842	0
0	0.0274822	13	933	0.0925022498958453	2.77555756156289e-16
0	0.0133227	5	356	0.884588108923758	-1.22124532708767e-15
0	0.0178111	9	558	0.292579802436525	0
0	0.026816	13	894	0.109228354844773	2.22044604925031e-16
0	0.0202996	6	363	1.14947998719295	0
0	0.0127088	5	367	0.834272345910934	-1.16573417585641e-15
0	0.013422	4	288	1.05408292755585	-1.77635683940025e-15
0	0.0333864	14	971	0.00425976558947265	-2.77555756156289e-16
0	0.03935	10	693	0.00616397218849607	1.66533453693773e-16
0	0.0391728	7	419	1.19163873249336	0
0	0.0478362	8	575	1.20801805316036	-6.10622663543836e-16
0	0.0434271	13	919	0.00887437137853232	1.11022302462516e-16
0	0.0185471	6	420	0.0579563284198426	2.77555756156289e-16
0	0.016755	6	362	0.283061169713823	0
0	0.0456884	13	907	0.00443810376594113	-3.33066907387547e-16
0	0.0184982	6	348	0.82484057601042	0
0	0.020063	7	426	0.226128538674995	0
0	0.028411	10	686	0.0434139261537467	-1.66533453693773e-16
0	0.0151739	6	356	0.166331058839583	0
0	0.0113333	4	284	1.06231416370266	-8.32667268468867e-16
0	0.0116637	4	288	0.166476196451873	2.22044604925031e-16
0	0.014114	6	351	0.0621250892962188	0
0	0.0122014	5	287	0.30130256666689	0
0	0.013004	5	281	1.02745863694641	0
0	0.0144902	5	288	0.215857177188964	0
1	0.0108758	5	286	0.702481589005445	0
1	0.0257141	13	878	0.00264419142563957	0
1	0.0149313	6	341	1.12092168081185	0
1	0.0156317	7	428	0.613650202903855	0
1	0.0248962	13	865	0.00489705617948284	5.55111512312578e-17
1	0.0279602	13	949	0.00538035587506188	2.22044604925031e-16
1	0.0126182	6	357	0.256435628456946	0
1	0.0169517	7	402	0.433661664556161	0
1	0.0121707	5	287	1.25572321657326	0
1	0.0184448	8	546	1.1900415994384	-3.88578058618805e-16
1	0.0210238	9	646	0.452702662447822	1.11022302462516e-16
1	0.0118699	5	356	0.66737599283264	-1.83186799063151e-15
1	0.0208667	10	644	1.18394438492298	0
1	0.0207832	10	679	0.204990714925835	3.33066907387547e-16
1	0.0124614	5	356	0.680912192126001	-1.11022302462516e-15
1	0.0224378	11	784	0.759590380156518	1.66533453693773e-16
1	0.0187771	9	656	0.402399681403077	-5.55111512312578e-17
1	0.0258056	12	835	0.096129137564114	-5.55111512312578e-17
1	0.0118436	6	359	0.82460863327034	0
1	0.0127895	5	361	0.393419408992832	-7.21644966006352e-16
1	0.0273403	12	852	0.423834466204512	-3.33066907387547e-16
1	0.0220711	8	569	1.14334608051969	-5.55111512312578e-17
1	0.0220772	12	768	1.06118572845351	0
1	0.0131269	5	356	0.115244538047892	-2.22044604925031e-16
1	0.0140181	5	360	0.601433408669895	-9.43689570931383e-16
1	0.0117718	6	361	1.29804288282131	0
1	0.0203788	10	717	0.0289919177435771	0
1	0.0154965	7	505	0.291400980264256	2.77555756156289e-16
1	0.0191127	9	579	1.24467453017839	0
1	0.0121466	5	347	0.638639374707889	-1.22124532708767e-15
1	0.0187363	8	599	0.904005401160692	-2.77555756156289e-16
1	0.0218705	10	631	1.1417721942841	0
1	0.0141771	6	427	0.738804595944994	-7.7715611723761e-16
1	0.0171533	7	497	0.134713530392044	-9.43689570931383e-16
1	0.0099471	4	288	0.839007464085472	-2.77555756156289e-16
1	0.0111967	4	289	0.333881018628684	-5.55111512312578e-16
1	0.0305354	8	538	0.624223908035592	-5.55111512312578e-16
1	0.0384736	12	858	0.0457465015636206	-5.55111512312578e-17
1	0.0164743	6	358	0.980297795222046	0
1	0.0289747	11	740	0.108016737552282	5.55111512312578e-17
1	0.0140659	4	281	0.155398375328788	-1.0547118733939e-15
1	0.0232897	10	635	1.21441373226138	0
1	0.0299254	13	872	0.214483003536791	-4.44089209850063e-16
1	0.0154374	7	426	0.656367125342819	0
1	0.0115978	4	276	0.295393611414567	-3.33066907387547e-16
1	0.016289	7	425	0.26627036589709	0
1	0.0132076	5	286	1.0663297715152	0
1	0.0107248	6	360	1.23638629259098	0
1	0.0108149	5	359	0.048739789309708	-1.66533453693773e-16
1	0.0235808	11	783	0.0540533363155256	1.11022302462516e-16
2	0.0198762	9	609	0.220848181690176	3.33066907387547e-16
2	0.0108838	5	351	0.21150244903081	-1.33226762955019e-15
2	0.0196261	10	637	1.28988242100547	0
2	0.0118022	5	350	0.105672541541206	-6.66133814775094e-16
2	0.0127563	4	285	0.122831513765133	-3.88578058618805e-16
2	0.015898	8	497	0.807073642431746	0
2	0.0179938	9	619	0.464883194396889	-2.77555756156289e-16
2	0.0148531	7	486	0.859345990880385	-8.32667268468867e-16
2	0.0283485	11	732	0.2372173948513	3.33066907387547e-16
2	0.01657	9	545	1.29978172475944	0
2	0.0129394	7	397	1.06869189466264	0
2	0.0100811	5	355	0.0613706813288987	-4.44089209850063e-16
2	0.0186761	8	565	1.22161912710172	-6.10622663543836e-16
2	0.0090926	4	278	0.0248692132970393	-1.66533453693773e-16
2	0.012476	6	360	0.0554718651066608	0
2	0.0111853	5	362	0.0112643217973124	-2.77555756156289e-16
2	0.0103524	6	357	0.0255276426263459	0
2	0.0113314	5	358	0.0821563718780792	1.66533453693773e-16
2	0.0186598	9	624	0.122694111666279	0
2	0.0184431	9	552	1.30449085495923	0
2	0.0134633	7	427	0.786837211640158	0
2	0.0127709	5	351	0.00850793942494925	2.22044604925031e-16
2	0.0112368	5	288	1.29492454044167	0
2	0.0122327	6	362	0.0524218664536918	0
2	0.0105092	6	334	0.656785555987195	0
2	0.0207386	9	564	1.24435922802744	0
2	0.010729	6	361	1.24318183489144	0
2	0.0122314	6	347	1.20812842019542	0
2	0.0106072	4	290	1.03501979133504	-1.55431223447522e-15
2	0.0177602	9	575	1.29828334723635	0
2	0.0133064	7	428	1.30339566122037	0
2	0.0082157	4	290	0.0880800527228415	-4.44089209850063e-16
2	0.0146067	7	433	1.12550629149498	0
2	0.0135072	5	355	0.276068825291772	-6.10622663543836e-16
2	0.0126615	6	360	1.27479710887966	0
2	0.7038171	382	27744	1.3045981308226	0
2	0.0108851	5	360	0.0190358589656235	-4.44089209850063e-16
2	0.0112779	5	349	0.948926173750061	-1.60982338570648e-15
2	0.0088902	4	287	1.13222069544519	-5.55111512312578e-16
2	0.0163029	7	505	0.799423898002473	1.11022302462516e-16
2	0.0153974	7	499	0.48052079775904	-3.33066907387547e-16
2	0.0177259	8	550	0.968926509614943	1.66533453693773e-16
2	0.0096232	4	284	0.583815386506233	-3.88578058618805e-16
2	0.0233138	12	765	1.30161323545722	0
2	0.010791	6	362	0.158760755672772	0
2	0.0267276	13	837	1.26853297290662	0
2	0.0203519	10	705	0.292077110427999	1.11022302462516e-16
2	0.0112154	6	363	0.0442395238383378	0
2	0.0185642	9	646	0.115586395855421	-1.66533453693773e-16
2	0.0096209	5	282	1.29743815345843	0
3	0.0232438	10	721	1.06471828028858	-1.4432899320127e-15
3	0.0093859	4	287	0.539353440292636	-1.38777878078145e-15
3	0.0123532	5	364	0.0864736732188264	-3.33066907387547e-16
3	0.0101331	5	289	1.2513276846475	0
3	0.020113	10	673	1.19687210384231	-5.55111512312578e-17
3	0.013951	5	353	1.16777715635287	-1.60982338570648e-15
3	0.0126448	7	418	1.25971413793074	0
3	0.017873	9	640	0.00744579539009288	3.33066907387547e-16
3	0.0213482	9	622	0.990462382279318	1.66533453693773e-16
3	0.0148569	5	356	0.754851824806347	-6.10622663543836e-16
3	0.0113133	4	282	0.0759072898740175	2.22044604925031e-16
3	0.020818	10	676	1.2615320520611	0
3	0.0179797	9	639	0.373679961843657	0
3	0.0172627	9	554	1.21808605929418	0
3	0.0136885	6	430	1.07174442191357	-1.72084568816899e-15
3	0.0147121	7	425	1.28726616943308	0
3	0.0177414	9	540	1.1580997762622	0
3	0.0186882	8	564	1.08682444074139	-2.22044604925031e-16
3	0.0142787	8	470	0.216290227437039	0
3	0.0190485	9	661	0.447940928676619	-2.22044604925031e-16
3	0.0087423	4	270	0.0751215693529643	-2.22044604925031e-16
3	0.0192873	9	596	0.858065093597635	-4.44089209850063e-16
3	0.0184105	9	625	0.516377722688264	-2.22044604925031e-16
3	0.011571	6	359	0.275382883830685	0
3	0.0133162	6	361	1.24666675486034	0
3	0.0110622	5	286	0.834227858961205	0
3	0.0146521	8	483	0.610839502793025	0
3	0.010225	5	357	0.0400607896002319	-7.7715611723761e-16
3	0.0152238	7	488	0.943543689781671	-1.66533453693773e-16
3	0.0176356	8	564	0.808319920757457	-3.33066907387547e-16
3	0.0131578	7	432	1.30350952735099	0
3	0.0162697	8	525	1.16641995751438	-6.10622663543836e-16
3	0.0111743	6	358	1.15660863102202	0
3	0.0217755	10	678	1.24551334154075	0
3	0.008768	4	285	0.0459329486367984	-2.22044604925031e-16
3	0.0124164	5	357	0.0555890387323405	-5.55111512312578e-16
3	0.0167923	8	551	0.95984753355556	-1.11022302462516e-16
3	0.0181029	10	624	1.28287366961219	0
3	0.014247	7	438	0.827369026744688	0
3	0.01594	8	484	1.22939074156845	0
3	0.0158797	8	477	1.27539549383793	0
3	0.019683	9	653	0.872422933787249	1.11022302462516e-16
3	0.0158166	8	483	1.2215758213823	0
3	0.0184661	9	561	1.27962797911348	0
3	0.0189184	10	608	1.16057851609985	0
3	0.0120959	6	423	0.772185992827472	-6.10622663543836e-16
3	0.0106293	6	357	0.0472556363824131	0
3	0.0209862	9	632	0.121173381929366	1.66533453693773e-16
3	0.0093272	4	287	1.18062408683429	-4.44089209850063e-16
3	0.0135213	6	424	0.865399405841417	-1.22124532708767e-15
