Metodo	TEnd	N_Iter	N_Evals_F	Erro_Xsol_P	Erro_F_P
BFGS	0.0087835	10	11	1.92235886550109e-07	-1.11022302462516e-16
BFGS	0.0054222	8	9	2.43520470876293e-07	0
BFGS	0.0068908	9	10	8.32599303882321e-07	0
BFGS	0.0074334	9	10	1.37004304017865e-07	0
BFGS	0.0060453	9	10	6.01703833354938e-07	0
BFGS	0.0071168	9	10	3.8187079695122e-07	0
BFGS	0.0074376	9	10	4.60164066688309e-07	0
BFGS	0.0100349	12	13	1.52431150463857e-07	0
BFGS	0.007472	9	10	1.15699414819544e-07	-3.88578058618805e-16
BFGS	0.0065988	8	9	6.60849955357823e-07	0
BFGS	0.0074628	9	10	4.0706490288739e-08	0
BFGS	0.0062705	8	9	1.77772874668731e-07	0
BFGS	0.0070201	9	10	2.48745492246935e-07	0
BFGS	0.0078532	9	10	1.38567376057131e-07	0
BFGS	0.0067773	9	10	5.0663434678779e-08	0
BFGS	0.0066024	8	9	5.05816925233828e-07	0
BFGS	0.006082	9	10	9.60856568900765e-08	0
BFGS	0.0081775	8	9	2.17085253174682e-07	-3.33066907387547e-16
BFGS	0.0059275	8	9	4.71665321548492e-07	0
Huang	0.0065071	8	9	1.70489852615792e-06	0
Huang	0.0057169	7	8	1.83606260119924e-07	0
Huang	0.0068387	9	10	8.22026174910176e-09	0
Huang	0.0047648	7	8	1.73083300177194e-08	0
Huang	0.006815	8	9	1.20632266046516e-07	0
Huang	0.0066466	9	10	3.16908270205559e-07	0
Huang	0.0082455	10	11	4.97378161164257e-07	0
Huang	0.0060762	9	10	2.53527314958254e-07	0
Huang	0.0073099	9	10	1.68178058700979e-07	0
Huang	0.0048112	7	8	8.54169501055004e-08	0
Huang	0.0085069	11	12	2.35943233679278e-08	0
Huang	0.0055393	7	8	1.60390835841219e-07	-4.44089209850063e-16
Huang	0.0061716	8	9	7.03212098107128e-07	0
Huang	0.0058337	8	9	6.40713195961989e-08	0
Huang	0.0060777	8	9	2.12361533739689e-08	0
Huang	0.0064952	8	9	3.54027535072652e-08	0
Huang	0.0056714	8	9	6.56064466623846e-07	0
Huang	0.0062703	8	9	2.00129922328581e-07	0
Huang	0.0076988	10	11	2.34319113464236e-07	0
Huang	0.0066571	9	10	8.99119527254743e-08	0
Huang	0.0068858	10	11	1.0213876764041e-07	0
Huang	0.0058719	8	9	4.89372997071097e-08	0
Huang	0.0066697	9	10	7.4781602675899e-07	0
Huang	0.0061023	8	9	5.67038762907556e-07	0
Huang	0.0061355	8	9	2.0494065710171e-07	0
Huang	0.0053702	8	9	3.3819528602255e-07	0
Huang	0.004263	6	7	6.13406622536682e-07	0
Huang	0.0077951	11	12	9.64703312063539e-08	0
Huang	0.0044742	7	8	2.90851439612555e-07	0
Huang	0.009388	12	13	1.68952946563368e-07	0
Huang	0.0068835	9	10	5.76079926403523e-08	-2.22044604925031e-16
Huang	0.0066667	8	9	8.74318661951828e-07	0
Huang	0.0079615	10	11	6.21725684923099e-07	0
Huang	0.0065068	8	9	6.68164496921546e-07	0
Huang	0.0047862	7	8	5.32531140335422e-07	0
Huang	0.007548	9	10	4.22877297967801e-07	0
Huang	0.0071545	8	9	2.00420158482445e-07	1.11022302462516e-16
Huang	0.0060277	8	9	1.52677454899803e-07	0
Huang	0.0065988	8	9	8.95266222517948e-09	0
Huang	0.0054711	8	9	1.49158608322809e-07	0
Huang	0.0065705	8	9	5.09039338462071e-07	0
Huang	0.0055066	8	9	2.05908323472349e-08	0
Huang	0.0082292	9	10	4.40698778857454e-08	0
Huang	0.0072444	10	11	2.69942427309452e-07	0
Huang	0.0065409	8	9	5.65614487814037e-07	0
Huang	0.0081559	9	10	7.04197228762045e-08	0
Huang	0.0057752	7	8	7.31477049180949e-07	0
Huang	0.0057735	8	9	2.38278269017094e-07	0
Huang	0.0080469	9	10	1.59297639786562e-07	0
Huang	0.0074225	9	10	4.76185372007705e-08	0
Biggs	0.0068979	8	9	8.17859445084137e-07	0
Biggs	0.006057	8	9	4.87170485009191e-07	0
Biggs	0.0085241	10	11	7.74408168179224e-07	0
Biggs	0.0112339	10	11	3.48963036793989e-07	0
Biggs	0.0064139	8	9	2.12412722682227e-07	1.11022302462516e-16
Biggs	0.0075596	9	10	3.60533134133921e-07	0
Biggs	0.0058076	8	9	2.38218091194312e-07	0
Biggs	0.0077749	9	10	3.28709450623114e-07	0
Biggs	0.0067054	9	10	7.12274994912268e-07	0
Biggs	0.0076833	9	10	4.45439087179742e-07	0
Biggs	0.0073725	10	11	4.86534050652993e-07	0
Biggs	0.0067006	9	10	6.43326106984836e-07	0
Biggs	0.0063765	9	10	1.52465530439644e-07	0
Biggs	0.0067234	9	10	7.94385213187043e-07	0
Biggs	0.0071809	9	10	9.25307922151652e-08	0
Biggs	0.0070269	9	10	1.0240834570199e-07	0
Biggs	0.0063266	9	10	6.55127200952258e-09	0
Biggs	0.006928	9	10	3.79289803928695e-08	0
Biggs	0.0098741	10	11	2.13913542525241e-07	1.11022302462516e-16
Biggs	0.0077035	9	10	2.1001623144576e-08	5.55111512312578e-17
Biggs	0.005629	8	9	5.39652388789274e-09	0
Biggs	0.006357	9	10	2.74230294827784e-07	0
Biggs	0.0092011	9	10	3.70148875689181e-08	0
Biggs	0.0087068	10	11	7.74126504722787e-06	0
Biggs	0.0054234	8	9	7.52490615320072e-07	0
Biggs	0.0065958	9	10	2.62884268750935e-07	0
Biggs	0.0072398	9	10	9.27243953674004e-06	0
Biggs	0.0062881	8	9	2.50309394587393e-05	0
Biggs	0.005933	8	9	1.73242126135598e-07	0
Biggs	0.0070815	9	10	2.60133631864117e-07	-1.11022302462516e-16
Biggs	0.0075322	9	10	2.14709841600544e-07	4.44089209850063e-16
Biggs	0.007292	10	11	3.09004888642713e-06	0
Biggs	0.0088636	11	12	1.96539077863208e-06	0
Biggs	0.007525	10	11	3.78485033912083e-07	0
Biggs	0.0077356	9	10	5.18842580673323e-07	0
Biggs	0.0090644	12	13	4.32291250241199e-07	0
Biggs	0.0051827	7	8	8.97191594095945e-07	0
Biggs	0.0096512	13	14	6.58749730161562e-08	0
Biggs	0.0086399	11	12	2.48077138215518e-07	0
Biggs	0.0067956	9	10	3.67627895222771e-07	0
Biggs	0.0063832	8	9	6.50767588859387e-06	0
Biggs	0.0064251	9	10	5.34478406230823e-08	0
Biggs	0.0058175	7	8	3.22711423475081e-08	-4.44089209850063e-16
Biggs	0.0078777	10	11	3.74630309578286e-08	0
Biggs	0.0076018	10	11	5.54822890057432e-08	0
Biggs	0.0073311	10	11	3.60736616386069e-06	0
Biggs	0.0092103	12	13	1.61497415777853e-07	0
Biggs	0.0066023	10	11	5.95009746274531e-07	0
Biggs	0.0080362	10	11	1.66723053892034e-07	0
Biggs	0.006427	9	10	1.45141550151807e-07	0
