Metodos	DFP	BFGS	Huang	Biggs
Media	8.78	9.14	8.46	9.26
Mediana	9	9	8	9
Desvio_Padrao	1.16566526507573	1.03035559544325	1.16426380347481	1.17473401244707
Erro_Padrao	0.164849962705733	0.145714285714286	0.164651766105416	0.166132477258362
Variancia	1.35877551020408	1.06163265306122	1.35551020408163	1.38
Minimo	7	8	6	7
Maximo	12	12	12	13
N_Dados	50	50	50	50
