Metodos	DFP	BFGS	Huang	Biggs
Média	8.58	8.28	8.52	8.5
Mediana	9	8	9	9
Desvio Padrão	1.01196918562428	0.881557064030943	0.973946317089104	1.09264703862703
Erro Padrão	0.143114054701351	0.124670995595837	0.137736809065074	0.154523626091314
Variância	1.02408163265306	0.777142857142857	0.948571428571429	1.19387755102041
Mínimo	7	7	7	7
Máximo	11	10	10	12
Nº de Dados	50	50	50	50
