Metodos	DFP	BFGS	Huang	Biggs
Média	0.49992886248487	0.583140176637231	0.664184168250054	0.81588534514247
Mediana	0.27095724113354	0.607541805786875	0.721811383813677	0.951695611668616
Desvio Padrão	0.4834820252573	0.426106336513364	0.521113888726414	0.452535783983374
Erro Padrão	0.0683746837282485	0.0602605360110314	0.0736966328977879	0.0639982243168428
Variância	0.2337548687469	0.181566610016841	0.271559685023565	0.204788635785447
Mínimo	0.00425976558947265	0.00264419142563957	0.00850793942494925	0.00744579539009288
Máximo	1.29189904381192	1.29804288282131	1.3045981308226	1.30350952735099
Nº de Dados	50	50	50	50
